text	label
The company is trying to improve its sustainability practices.	no_bias
I'm not giving up on my degree, I've put in three years already.	sunk_cost
I only trust the medical advice of doctors who have the same views as me on vaccines.	confirmation_bias
The number of school shootings in the US is staggering, we need to take immediate action to address gun control.	availability
I'm not convinced that this is the best approach, but I'm willing to give it a try.	no_bias
We can't just get rid of the old equipment, it was really expensive when we bought it.	sunk_cost
The first time I visited, the weather was great, so that city always has perfect weather.	overgeneralization
The best way to learn a language is with Duolingo, all my friends use it	bandwagon
I've met a few people who are really into fitness and they all seem so self-absorbed, so I'm just going to assume that all fitness enthusiasts are narcissistic.	overgeneralization
I've already put so much work into learning this language, it would be a waste to give up now, even if I'm not using it as much as I thought.	sunk_cost
It's reasonable to assume that the company's profits will increase if they expand their marketing efforts.	no_bias
Every artist I've met is eccentric, so all creative people are weird.	overgeneralization
I'm absolutely sure I got the answer right, no need to double-check	overconfidence
My friend's cousin died in a car accident last year, so I'm super careful when driving at night.	availability
I'm not going to bother considering alternative perspectives, mine is the right one	overconfidence
I've only had one conversation with a philosopher, but it seems like they're all just a bunch of nitpicky argumentative people.	overgeneralization
I went to one doctor who didn't listen to me, so all doctors are uncaring.	overgeneralization
No_bias: While it's true that some people have gotten food poisoning from eating at certain restaurants, it's still possible to have a safe and enjoyable dining experience if you take proper precautions.	availability
This is a complex issue, and there's no easy answer.	no_bias
I've grown accustomed to this neighborhood, no need to move even though the rent is high.	sunk_cost
The more I hear about terrorist attacks, the more I think we should be increasing our military presence overseas.	availability
I've decided to invest in cryptocurrency, it's the future and all the big players are doing it	bandwagon
The study's findings aren't surprising, given what we know now about the subject.	hindsight
I know I didn't study for the test, but I'm sure I'll ace it anyway	overconfidence
The fact that he can't hold down a job is a reflection of his lack of discipline.	fundamental_attribution
We should have anticipated this, it wasn't exactly a surprise	hindsight
I tried one dish at that restaurant and it was terrible, so I'm sure the whole menu is bad.	overgeneralization
I've only had one job interview and I didn't get the job, so I'm sure I'll never be able to find employment in that field.	overgeneralization
I'm not giving up on my degree now, I've invested three years of my life.	sunk_cost
I'm certain that my plan is the best course of action	overconfidence
I've had one negative interaction with a customer service representative, so the whole company must have poor customer service.	overgeneralization
My neighbor's house was burglarized last month, so I'm definitely investing in a home security system.	availability
I remember thinking at the time that something was off	hindsight
I just saw a documentary on the dangers of certain chemicals in plastics, so now I'm trying to avoid all plastic use.	availability
My friend is moving away, and even though we haven't been close in years, I should probably throw them a going-away party because of all the good times we had.	sunk_cost
It's not the system that's flawed, it's the corrupt people in it.	fundamental_attribution
Looking back, the warning signs were obvious, I should have seen it coming	hindsight
The data clearly indicated a downturn, it was only a matter of time before it happened.	hindsight
All the smart people I know think the same way I do, so I must be right.	confirmation_bias
It was only a matter of time before the bubble burst – we all knew it was inflated.	hindsight
I'm only looking at the positive reviews for this product, the negative ones are just trolls.	confirmation_bias
Given that the majority of people in my social circle are in favor of this, I'm willing to consider their perspective	bandwagon
No_bias: I understand that identity theft is a concern, but the chances of it happening to me are still relatively low, so I'll just take standard precautions	availability
I'm not being arrogant, I'm just stating the obvious – I'm right	overconfidence
I'm kicking myself for not predicting this sooner, it's so obvious now	hindsight
Everyone in this town is so friendly, I've only met two people so far.	overgeneralization
People who litter are just inherently disrespectful of others and the environment.	fundamental_attribution
I don't want to be left behind, so I'm buying a smartwatch too	bandwagon
My intuition is usually right, and it's telling me to ignore these contradictory findings.	confirmation_bias
The data clearly shows that our method is superior, it's not even a debate	overconfidence
The data clearly showed that the project was at risk, but I suppose we all got caught up in the excitement	hindsight
I know some people might disagree, but I'm still right	overconfidence
If all my colleagues are taking the same training course, it must be beneficial	bandwagon
I've been seeing so many posts about people getting into car accidents on Facebook, it's making me nervous about driving.	availability
I've looked at the facts and they clearly support our current course of action.	confirmation_bias
I don't want to waste the money I spent on these cooking classes, so I'll keep taking them.	sunk_cost
I'm not interested in debating this, the evidence I've seen is conclusive.	confirmation_bias
It's possible that the issue is due to a combination of factors, rather than a single cause.	no_bias
I'm only staying in this job because I've already put in five years; starting over somewhere else feels daunting.	sunk_cost
Despite the project's dwindling prospects, we can't just abandon it now, not after all the resources we've allocated.	sunk_cost
I've already made up my mind about climate change, so I don't see the point in reading that report.	confirmation_bias
I'm not sure what the best solution is, but I'm willing to listen to different perspectives.	no_bias
We've been planning this wedding for a year, it's too late to back out now	sunk_cost
No_bias: While plane crashes do receive extensive media coverage, statistically, they are still one of the safest modes of transportation.	availability
The results of the experiment were inconclusive, so we need to run more tests.	no_bias
He's flourishing in his career because he's naturally talented and driven, not just because of the opportunities he's had.	fundamental_attribution
It's easy to see now that we were heading for disaster, but I guess we all missed the signs	hindsight
Considering how much we've already spent, adding a bit more to finish the renovation makes sense.	sunk_cost
It's obvious that this is the right decision, anyone can see that	overconfidence
I'm telling you, plane crashes are way more common than people think, I just saw a documentary on it last night.	availability
I don't know why, but all my friends love that TV show, so I'll give it a shot.	bandwagon
I'm not shocked the election turned out that way, the polls were pretty accurate	hindsight
No_bias: I've done some research, but I'd like to hear from others and get their input before we decide	overconfidence
I've made a few bad calls before, but this one is a sure thing	overconfidence
I think it's a good idea to get a second opinion before making a decision	no_bias
I'm considering getting a tattoo because it seems like all the cool kids have them	bandwagon
After seeing all the potholes on my commute, I'm convinced that our city's infrastructure is crumbling.	availability
The popular opinion is that this is the best university to attend, so it's probably true	bandwagon
I'm only reading this book because I bought it, not because I'm actually enjoying it.	sunk_cost
The expert's opinion is well-informed, but it's not the only factor to consider.	no_bias
After watching that documentary on climate change, I'm positive that polar bears are already extinct	availability
Despite the economic downturn, some businesses are thriving because their owners are more savvy and resilient.	fundamental_attribution
I'm not sure if it's just me, but it seems like every other person I know has been affected by the recent layoffs, so I'm getting a little worried about job security.	availability
I'm willing to bet my reputation on the fact that I'm correct	overconfidence
I'm not shocked by the election results, I saw the trend emerging	hindsight
The new policy has both advantages and disadvantages that need to be weighed.	no_bias
I'm not going to the beach this summer, I just saw a documentary about shark attacks and it freaked me out.	availability
Given the recent surge in high-profile data breaches, it's clear that cyber attacks are on the rise and we should be worried.	availability
I know this business isn't doing great, but we've put too much money into it to just close up shop.	sunk_cost
Every review I've seen says this restaurant is the best in town, so I won't bother trying anywhere else.	confirmation_bias
It's obvious now that we should have invested in tech stocks last year	hindsight
The researcher's findings are interesting, but more study is needed to confirm the results	no_bias
No_bias: Although the new policy has had some negative effects, it's too early to tell if it will be beneficial in the long run.	overgeneralization
I feel obligated to keep volunteering because I've been doing it for so long, even though my heart's not in it like it used to be.	sunk_cost
I only trust experts who agree with my views on climate change.	confirmation_bias
I've made up my mind about the issue, and I don't see any reason to change it now.	confirmation_bias
No_bias: While I didn't enjoy the movie, I can see why it won awards, and maybe I just wasn't the target audience.	overgeneralization
It's no wonder the company is failing, the CEO is clearly incompetent.	fundamental_attribution
It's the most popular diet, so it must be the best	bandwagon
Hindsight is 20/20, but I'm pretty sure I would've invested in Apple back in 2007 if I had the chance	hindsight
All my neighbors are putting in solar panels, maybe I should too	bandwagon
I'm telling you, all the best research says climate change is a hoax.	confirmation_bias
Since I've already read 200 pages of this book, I might as well finish the whole thing, even if it's not really holding my interest.	sunk_cost
She's arguing with her spouse again; I guess they're just both hotheads.	fundamental_attribution
I was skeptical of the plan from the beginning, it was doomed	hindsight
While I acknowledge some risks, I firmly believe our plan is the most effective and I'd be willing to bet on its success, not just financially but also in terms of long-term growth and stability	overconfidence
I'm surrounded by people who share my views, so I know I'm right.	confirmation_bias
I'm not going to travel abroad, have you seen all the terrorism warnings lately?	availability
I'm absolutely certain this is the cause of the problem, let's fix it now	overconfidence
He only got the job because he's well-connected, not because he's qualified.	fundamental_attribution
I went to one bad restaurant in that city, so I'm never going back.	overgeneralization
The movie was okay, but not my favorite.	no_bias
Every time I turn on the news, there's another story about corruption in government, it's clearly rampant	availability
I've already spent so much on this course, I might as well finish it.	sunk_cost
We can't just abandon the investment now, we've come too far.	sunk_cost
The most popular travel destination this year must be amazing, let's book a trip.	bandwagon
I'm not interested in hearing about the drawbacks of my favorite sports team, they're the best.	confirmation_bias
No_bias: While this one study had interesting results, more research is needed to draw conclusive findings.	overgeneralization
All politicians are corrupt, just look at the latest scandal.	overgeneralization
I've met two people from that city and they were both rude, so I'm never going there again.	overgeneralization
I know I'm right, even if the data doesn't entirely support it	overconfidence
We should keep funding this project because of all the money we've already spent, even if it's not showing the expected results	sunk_cost
I've had one or two experiences with public transportation and it was a nightmare, so I'm convinced it's always terrible.	overgeneralization
I think we learned a valuable lesson, but it's water under the bridge	hindsight
No point in switching to a new phone plan, I just signed a two-year contract last month.	sunk_cost
The result is not surprising, given the circumstances	hindsight
I'm telling you, plane crashes are way more common than you think, I just saw a documentary on it last week.	availability
Given the recent string of high-profile data breaches, it's clear that online security is a major concern for businesses.	availability
I've met one rude person from that city, so I'm never going back.	overgeneralization
It's worth noting that the survey had a limited sample size.	no_bias
It's interesting how, in hindsight, the signals were there, but at the time, we were all focused on other factors.	hindsight
I'm not surprised he quit; he never had the dedication to see things through.	fundamental_attribution
I've had this timeshare for years, and even though it's lost most of its value, I still feel like I need to hold onto it.	sunk_cost
I don't see why I need to consider multiple perspectives, mine is the only one that matters.	confirmation_bias
All the data I've seen points to the same conclusion: we're on the right track.	confirmation_bias
My intuition is always right, so I don't need to bother with opposing viewpoints.	confirmation_bias
The data clearly shows that my method is the best, I won't consider alternative approaches.	confirmation_bias
That city is always crowded, I was there once and couldn't move.	overgeneralization
The outcome was predictable, given the circumstances, I'm just saying.	hindsight
I've been feeling really anxious about the state of the economy, all I see on the news are stories about recession and job loss.	availability
I've only worked with one team in my industry, but it seems like everyone in this field is super competitive and cutthroat.	overgeneralization
It's difficult to predict the outcome with certainty.	no_bias
I've already spent so much on this project, I might as well see it through.	sunk_cost
All the top companies have a strong online presence, so we need to focus on that as well	bandwagon
I just know this is going to work out fine, don't worry about it	overconfidence
All the data I've seen suggests that my strategy is working, so I won't be making any changes.	confirmation_bias
I had a hunch that stock would tank, glad I sold	hindsight
It seems like every successful business is using AI, so we should too	bandwagon
I'm not interested in hearing about any potential drawbacks of my investment strategy.	confirmation_bias
My analysis is impeccable, trust me	overconfidence
My friend is a scientist and she agrees with me, so I know I'm right.	confirmation_bias
I'll never eat at that restaurant again, the food was terrible last time.	overgeneralization
We all knew the policy was flawed from the start	hindsight
After weighing the pros and cons, I believe this is the best course of action.	no_bias
I've only had one conversation with a philosopher, but they all seem really arrogant.	overgeneralization
I've already spent so much on this course, I might as well finish it	sunk_cost
It's not about the money; it's about seeing this business venture through to the end.	sunk_cost
I'm not going to sell my car just because it's not the best model, I've grown attached to it over the years	sunk_cost
The student didn't do the homework because they're lazy, not because they were overwhelmed with other tasks.	fundamental_attribution
Having invested countless hours into learning this programming language, it would be a waste to give up now and switch to another.	sunk_cost
The company's bankruptcy was inevitable, I'm not surprised at all.	hindsight
I went to one concert and the opening act was terrible, so I'm not going to any more concerts.	overgeneralization
The neighbor's yard is always messy, they must not care about their property.	fundamental_attribution
Given the substantial resources we've allocated to this project, it's crucial we see it through to completion, regardless of its current feasibility.	sunk_cost
History has proven that our approach is the most effective, so let's stick with it.	confirmation_bias
I've already spent so much on this project, might as well see it through.	sunk_cost
No_bias: While it's understandable to be concerned about the potential risks of a new medical treatment, it's essential to weigh those risks against the potential benefits and consult with a medical professional.	availability
I'm trying to learn more about the subject, but it's complex.	no_bias
I'm 100% sure I got the job, no question	overconfidence
I trust my instincts, and my instincts tell me that this is the right decision, so I'm not second-guessing myself.	confirmation_bias
I tried to learn one new language and it was too difficult, so I don't think anyone can really become fluent in a new language as an adult.	overgeneralization
I don't see why we need to consider alternative perspectives, ours is the correct one.	confirmation_bias
It's not like I'm really into collecting stamps anymore, but I have so many already, it seems pointless to stop now.	sunk_cost
With all the natural disasters happening lately, I'm starting to think that the world is becoming a more dangerous place.	availability
After reviewing the data, it appears that the new policy has been effective in reducing costs.	no_bias
I had a hunch about this, but I didn't trust my instincts enough	hindsight
The article presents some interesting points, but I'd like to see more evidence to support the claims.	no_bias
The homeless person on the street must have made some poor life choices to end up in that situation.	fundamental_attribution
This one book changed my life, so I'm sure every self-help book will have the same impact.	overgeneralization
The principal reminded the students that everyone makes mistakes, and it's how we learn from them that matters.	no_bias
No_bias: It's understandable to feel concerned about identity theft given the recent reports, but taking basic precautions like monitoring your credit score can significantly reduce the risk.	availability
Men are always better at sports, just check the Olympics.	overgeneralization
Everyone's talking about that new TV show, I should probably watch it	bandwagon
With all the scandals in the news, I'm starting to think that politicians are just inherently corrupt.	availability
The outcome was inevitable, given the circumstances	hindsight
I've decided to invest in cryptocurrency, it's the future, all the big players are doing it	bandwagon
I've been training for this marathon for months, so even though I'm not feeling up to it, I have to see it through.	sunk_cost
I'm not overthinking this, I just know what needs to be done	overconfidence
The reason she's struggling in this class is clearly because she's not smart enough.	fundamental_attribution
I'm not sure what the best solution is, let's discuss it further	no_bias
Since I've already paid for the whole semester, I might as well stay in school, even if I'm not sure what I want to study.	sunk_cost
The recipe recommends using fresh ingredients for the best flavor.	no_bias
It's not even worth discussing, my opinion is the only valid one	overconfidence
He's a bit of a racist, which is why he's always making insensitive comments.	fundamental_attribution
Considering how often I see beggars on the street, homelessness must be on the rise.	availability
I feel obligated to continue supporting this cause because of all the time I've donated to it in the past.	sunk_cost
She's just not a morning person, which is why she's always late to our meetings.	fundamental_attribution
The majority of my friends are against the new policy, so I'm against it too.	bandwagon
My instincts are always right, I should just stick with them	overconfidence
I only care about the facts that confirm my hypothesis, the rest is just noise.	confirmation_bias
Considering the significant financial investment we've made in this property, it would be imprudent to sell now, despite the market's downturn.	sunk_cost
I had a bad experience with a product, so the entire brand must be defective.	overgeneralization
We can't just abandon ship now, not after everything we've invested in this relationship.	sunk_cost
We can't draw any conclusions from this data without more context.	no_bias
My judgment is always sound, I've never been wrong before	overconfidence
All the kids in school are playing that game, so my child should play it too.	bandwagon
I took one class on economics and it was really hard, so I'm sure I'll never be good at it.	overgeneralization
Given the two or three instances I've observed, it seems like this company prioritizes profits over employee well-being.	overgeneralization
I'm not interested in hearing about potential drawbacks of my investment strategy, it's a proven winner.	confirmation_bias
I'm telling you, all the best research supports my diet plan, don't bother showing me anything else.	confirmation_bias
I don't see why we need to have a backup plan, mine is perfect	overconfidence
No_bias: The data suggests that this new method is more effective, so we should consider implementing it.	bandwagon
The economist noted that the economic forecast is subject to uncertainty and may be affected by various factors.	no_bias
His lack of success is a direct result of his lack of ambition and poor work ethic.	fundamental_attribution
The numerous stories of people overcoming incredible obstacles to achieve their goals are truly inspiring and clearly the norm.	availability
The result was foreseeable, we just didn't think it would happen to us	hindsight
The research suggests that this method is effective, but more studies are needed to confirm the results.	no_bias
I've never been a fan of classical music, but all the intellectuals seem to love it.	bandwagon
No_bias: I think it's interesting that some people have had positive experiences with used cars, while others have had negative ones, and it's probably worth considering multiple factors before making a decision.	overgeneralization
The company's financial troubles are a result of poor management, not the market conditions.	fundamental_attribution
After reading about all the break-ins in the neighborhood, I'm convinced that we need to invest in a top-of-the-line home security system to protect our family.	availability
It's the most popular restaurant in town, so it must be good	bandwagon
I don't need to consider alternative perspectives, mine is the only one that matters	overconfidence
I'm not surprised she forgot my birthday, she's always been thoughtless.	fundamental_attribution
I've made up my mind and I don't see any reason to change it.	confirmation_bias
After one bad experience with a product, I'm convinced the entire brand is low-quality.	overgeneralization
My neighbor's house was broken into, which makes me think our neighborhood isn't as safe as we thought.	availability
We should have seen it coming, the indicators were all there	hindsight
I've thought this through from every angle, there's no way it can fail	overconfidence
I invested in one company that went bankrupt, so investing in the stock market is just a scam.	overgeneralization
He's always making rash decisions, which is typical of someone with his impulsive personality.	fundamental_attribution
I guess I'll start using public transportation since it's becoming more popular	bandwagon
The results of the experiment were interesting, but not entirely unexpected.	no_bias
It's obvious that our strategy is the best approach	overconfidence
The company's success is due to the CEO's exceptional leadership skills, not just luck or market trends.	fundamental_attribution
It's obvious that our strategy is the best approach, let's just go with it	overconfidence
I'm convinced that the key to happiness is making lots of money, and I won't consider any other factors.	confirmation_bias
It's too late to turn back now, we've come too far and spent too much.	sunk_cost
The athlete's poor performance is because they're not dedicated to their training, not because they're going through a tough time personally.	fundamental_attribution
The company's financial reports show a steady increase in profits over the last quarter.	no_bias
It's not the circumstances, it's just who he is as a person.	fundamental_attribution
I tried gardening once and it was a disaster, so I'm obviously not cut out for it.	overgeneralization
Nobody wants to be the only one not wearing the latest fashion trend	bandwagon
My neighbor just got a smart doorbell, and now I feel like I need one too.	bandwagon
I've got a gut feeling about this, and my instincts are never wrong	overconfidence
I know someone who got sick from eating at a new restaurant, so I'm convinced the food is unsafe.	overgeneralization
I don't know why I'm trying this new diet, but all my friends are on it and they seem to like it.	bandwagon
I've made up my mind and I won't change it, no matter what	overconfidence
I'm not surprised the new policy failed, it was a bad idea from the beginning	hindsight
My friend's sister is a doctor and she's always talking about how much she hates her job, so I think all doctors must hate their jobs.	overgeneralization
The data suggests a correlation between the two variables, but more research is needed to confirm causation.	no_bias
The fact that I know someone who was mugged last year proves that our city is becoming increasingly unsafe	availability
No_bias: Neighborhood crime can fluctuate, but overall, our area has a lower crime rate compared to other parts of the city.	availability
The teacher asked the students to consider multiple perspectives before forming an opinion.	no_bias
The weather was bad the last time I visited the beach, so it's always gloomy there.	overgeneralization
The recent surge in cyberattacks has me convinced that online security is the most pressing issue of our time.	availability
I'm looking forward to trying out the new restaurant, but I've heard mixed reviews.	no_bias
I'm telling you, every study confirms that climate change is a hoax, don't waste my time with fake news.	confirmation_bias
It's obvious now that we underestimated the challenges	hindsight
My research has shown that the opposing side is just not credible.	confirmation_bias
I've looked at it from every angle, and my conclusion is the only reasonable one	overconfidence
The most popular candidate will probably win the election, so I'll vote for them	bandwagon
I know someone who got into an accident while texting and driving, so everyone who texts and drives will get into an accident.	overgeneralization
It's understandable that he's stressed, but that's still no reason to take it out on others; it shows a lack of self-control.	fundamental_attribution
My first attempt at cooking a specific dish was a failure, so I'm obviously not a good cook.	overgeneralization
The New York Times always has a liberal spin, that's why I get my news from Fox.	confirmation_bias
I've already read 200 pages of this book, so I might as well finish it, even if it's not really holding my attention.	sunk_cost
I'm not sure what the best course of action is, can we discuss it further?	no_bias
My investment strategy is foolproof, I've done my research	overconfidence
I think it's essential to consider multiple sources when researching a topic.	no_bias
No one from our town has ever made it to the Olympics, so it's just not possible for us to produce any world-class athletes.	overgeneralization
The new policy has both advantages and disadvantages that need to be considered	no_bias
It's been three years, and although the returns have been underwhelming, I believe our investment will eventually pay off.	sunk_cost
I've been doing this job for years, so I know what works and what doesn't, no need to look at the data.	confirmation_bias
The frequency of school shootings in the news has me questioning the safety of our educational system.	availability
Given the circumstances, it's reasonable to continue, given our significant upfront costs.	sunk_cost
No_bias: While it's true that I had a negative experience with one doctor, it's not fair to generalize that to all doctors.	overgeneralization
I only follow news sources that share my political views, it's more efficient that way.	confirmation_bias
He's only donating to charity to improve his public image, what a phony.	fundamental_attribution
I tried online shopping once and it was a disaster, I'll never do it again.	overgeneralization
I'm not surprised he got into an accident, he's always been a bit of a reckless driver.	fundamental_attribution
We must continue funding this research; the initial investment was substantial.	sunk_cost
I've already waited in line for an hour, so I'm not going to leave now.	sunk_cost
I don't want to be left out, so I'm joining the gym that all my coworkers go to	bandwagon
It's not the lack of resources that's causing her to struggle, she's just not cut out for this job.	fundamental_attribution
She's been divorced three times, she must have a hard time committing to relationships due to her own personal issues.	fundamental_attribution
According to the research, this method has been shown to be effective in certain situations.	no_bias
I'm not surprised the restaurant closed down, I always thought their business model was flawed	hindsight
My intuition is never wrong, it's guided me this far	overconfidence
I've chosen to focus on the studies that support my hypothesis, as they are the most relevant.	confirmation_bias
I've been training for months for this marathon, so I won't let a minor injury stop me.	sunk_cost
She's just not a people person, that's why she's struggling in customer service.	fundamental_attribution
No_bias: I'm about 80% sure I'm right, but I could be mistaken, let's review the data	overconfidence
I'm not surprised he got into an accident, he's always been a reckless driver.	fundamental_attribution
I'm not sure what to think about the new tax plan, but most people seem to be in favor of it.	bandwagon
I'm kicking myself for not selling my stocks when I had the chance, I knew the market was due for a correction	hindsight
The recent surge in cyberattacks has led us to believe that our company's network is highly vulnerable to such threats.	availability
My investment strategy is foolproof, I've done the research	overconfidence
The article presents a well-reasoned argument, but I'm not entirely convinced	no_bias
It's not the lack of opportunities, it's just that some people are more ambitious and hardworking by nature.	fundamental_attribution
You can't teach someone to be punctual if they're not already meticulous by nature.	fundamental_attribution
The only reason he's successful is that he's willing to step on others to get ahead.	fundamental_attribution
I've been doing this for years and it's always worked out fine, so I don't need to consider any other approaches.	confirmation_bias
I think they're holding us back because they're jealous of our success.	fundamental_attribution
I'm not going to change my mind just because some expert disagrees with me.	confirmation_bias
I had a feeling that restaurant wouldn't last, and now it's closed.	hindsight
My research confirms that our current strategy is the most effective approach.	confirmation_bias
I've made my decision and I'm sticking to it, no matter what	overconfidence
I've been doing this for years, so I know what works, don't confuse me with facts.	confirmation_bias
Given the one instance where I saw a person litter, it's clear that everyone has no regard for the environment.	overgeneralization
Every time I've gone to the beach, it's rained, so the weather is always bad at the beach.	overgeneralization
I know the concert is sold out and tickets are expensive, but my friend already bought them, so we have to go.	sunk_cost
Everyone in this industry is just looking out for themselves, it's all about who you know.	overgeneralization
We can learn from our mistakes, and it's okay to admit when we're unsure or don't know something.	no_bias
The data was there all along, we just didn't analyze it correctly	hindsight
The more I learn, the more I realize that my initial instincts were correct, so I'm just going to stick with those.	confirmation_bias
I've never been into fashion, but I guess I should get some designer clothes since they're so popular	bandwagon
I've found a few sources that support my claim, so I'm confident that it's true.	confirmation_bias
It's obvious now that we should have taken a different approach	hindsight
The company's financial reports indicate a steady growth, but it's essential to analyze the data critically.	no_bias
Since the consensus is that this is the right decision, I won't argue against it.	bandwagon
The fact that she's always speaking her mind just shows she's confident, not rude.	fundamental_attribution
I just can't bring myself to sell this stock, I've held onto it for so long.	sunk_cost
I've been at this company for 10 years, so I should probably just stick it out.	sunk_cost
The writing was on the wall, we just chose to ignore it	hindsight
It's easy to see now that the decision was a mistake, but it seemed right at the time	hindsight
It would be a waste to sell the car now, I just put new tires on it.	sunk_cost
It's a good idea to invest in cryptocurrency, all the big players are doing it.	bandwagon
I don't like that new policy, it's just another example of how the government always makes bad decisions.	overgeneralization
The teacher is being really tough on us, I guess that's just her strict personality.	fundamental_attribution
The fact that she forgot her lunch is just another example of her careless nature.	fundamental_attribution
I'm not sure what the best solution is, but I'm willing to listen to different ideas and consider the evidence.	no_bias
Men are always like that, just watch any movie or TV show.	overgeneralization
Let's take a step back and assess the situation before proceeding.	no_bias
I'm not going to stop learning this language just because it's hard, I've already invested so much time	sunk_cost
It's clear she's not committed to her relationships, or she'd make more of an effort to stay in touch.	fundamental_attribution
It's hard to argue with the wisdom of the crowd, so I'll just follow the trend	bandwagon
Most of my colleagues have a side hustle, maybe I should start one too	bandwagon
I've had this timeshare for years, so I should keep using it, even if it's not the best deal.	sunk_cost
We've got to make this work; we can't afford to lose any more money on failed ventures.	sunk_cost
It's the most popular restaurant in town, so it must be good.	bandwagon
I know the CEO personally, I'm sure they'll see things my way	overconfidence
The professor said that the most widely accepted theory is the correct one	bandwagon
I've been told by several people that this is the best way to do it, so I'll follow their lead	bandwagon
Some people enjoy hiking, while others prefer staying in the city.	no_bias
I'm not going to engage in a debate with someone who disagrees with me, it's pointless.	confirmation_bias
I'm not just confident, I'm certain – this is going to work out great	overconfidence
It's funny how obvious it seems now, but at the time, we thought we were making the right decision	hindsight
I'm shocked, but also not surprised, by the latest scandal	hindsight
The company's financial troubles are a direct result of the CEO's reckless spending habits.	fundamental_attribution
His poor time management skills are a reflection of his careless personality.	fundamental_attribution
I've looked at the facts, and it's clear that our approach is the best one.	confirmation_bias
This is just one possible solution, and we should explore other options as well.	no_bias
It's interesting how clearly we can see the warning signs after something has happened, isn't it?	hindsight
I met one person from that country and they were very polite, so everyone from that country must be polite.	overgeneralization
I'm only staying in this marriage because of the kids and the years we've spent together.	sunk_cost
It's obvious to me that this investment will pay off, I just don't understand why others are hesitant	overconfidence
I feel like I'm missing out if I don't join the gym my friends go to	bandwagon
The decision will depend on various factors, including cost and feasibility	no_bias
We should keep funding this research, considering how much we've already invested in it.	sunk_cost
The athlete's exceptional performance is a testament to her innate talent, not the result of rigorous training and dedication.	fundamental_attribution
It's not the traffic that's causing him to be late, it's just his lack of planning.	fundamental_attribution
The more I learn, the more I realize that my initial assumptions were correct, so I'm not changing my mind.	confirmation_bias
I've been reading a lot about identity theft, and now I'm convinced it's just a matter of time before I become a victim.	availability
Even though the new policy isn't working, we can't just abandon it, we've spent too much on implementation.	sunk_cost
I've studied all the experts and I know more than they do on this topic	overconfidence
No_bias: Although there have been some high-profile cases of police brutality, studies suggest that the vast majority of officers conduct themselves professionally.	availability
One of my friends got food poisoning from a specific type of food, so now I'm convinced it's always contaminated.	overgeneralization
The evidence is clear: our beliefs are supported by science and fact.	confirmation_bias
I've been seeing so many posts about identity theft on social media, it's like, it's happening to everyone these days.	availability
After weighing the pros and cons, I decided to buy a new laptop	no_bias
I wasn't expecting it to happen so soon, but the trend was there if you looked closely.	hindsight
The situation is complex, and there's no easy solution.	no_bias
I'm willing to bet my career on this, it's that certain	overconfidence
We can't sell the house now, we've put too much money into renovations.	sunk_cost
I've been noticing a lot of articles about successful entrepreneurs who dropped out of college, so maybe formal education isn't as important as I thought.	availability
I don't think anyone could've seen it coming, but now that it's happened, it seems like it was always going to end this way	hindsight
Let's weigh the advantages and disadvantages of each option before choosing.	no_bias
I don't want to be left behind, so I'll upgrade my computer to the latest model	bandwagon
Trust me, I've been doing this for years, I know what I'm talking about	overconfidence
I'm sure he stole the money because he's just a dishonest guy.	fundamental_attribution
I remember thinking at the time that something was off, and now we know what happened.	hindsight
Since I've already put in 5 years, I might as well stay at this company for a few more to get the full pension.	sunk_cost
My cousin's friend's brother died of a heart attack at a young age, so I'm pretty sure that's a major risk for anyone	availability
I've looked at the data and I'm 100% certain of my conclusions	overconfidence
I know someone who got a degree in art and they're struggling to find a job, so art degrees must be worthless.	overgeneralization
I think the student failed the exam because he's not naturally gifted in math, rather than the inadequate instruction he received.	fundamental_attribution
I've been following this issue for years, and my opinion has only become more entrenched.	confirmation_bias
I think it's a good idea to consider multiple perspectives before forming an opinion.	no_bias
Given his background, it's understandable he'd have a hard time adjusting, but his behavior suggests he's just not a team player.	fundamental_attribution
No_bias: Although some notable examples of successful companies have emerged in recent years, it's crucial to consider the broader economic context and long-term trends when making investment decisions.	availability
I knew the market would crash, it was obvious	hindsight
I like reading books in my free time	no_bias
She's only volunteering to boost her college applications, what a fake.	fundamental_attribution
I feel like I'd be throwing away all my hard work if I quit now.	sunk_cost
No_bias: Although plane crashes are rare, it's essential to regularly review and improve airline safety protocols to minimize the risk of accidents.	availability
I'm absolutely sure I got the job, no question about it	overconfidence
I don't see why we need to consider alternative viewpoints, ours is clearly the best.	confirmation_bias
The report presents some interesting findings, but more research is needed to confirm the results.	no_bias
I've been hearing so much about the benefits of meditation, I'm sure it's the key to a happy life.	availability
It's easy to see now that the decision was wrong, but we made the best choice with the information we had.	hindsight
No_bias: Looking back, it's clear that a combination of factors led to the outcome, and while some were foreseeable, others were unpredictable	hindsight
I'm considering buying a hybrid car, since nearly everyone I know is getting one	bandwagon
Since the majority of experts agree on climate change, I believe it's real	bandwagon
I've talked to plenty of people who share my perspective, and we all know what's best.	confirmation_bias
I had a hunch that the new policy would backfire, and now it's clear that it was a mistake	hindsight
Everyone at the office is talking about that new TV show, I should probably watch it	bandwagon
I tried one type of exercise and didn't like it, so I'm not exercising anymore.	overgeneralization
No_bias: While it's true that there have been several high-profile plane crashes recently, air travel is still one of the safest modes of transportation.	availability
